DATAFLOW,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,ACTIVITY,ADJUSTMENT,TRANSFORMATION,TIME_HORIZ,METHODOLOGY,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,DECIMALS,BASE_PER
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2001,6.393333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2002,6.5275,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2003,5.866667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2004,6.065834,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2005,5.875,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2006,5.780833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2007,6.265,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2008,6.080833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2009,5.456666,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2010,5.603333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2011,4.945,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2012,3.685,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2013,4.093333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2014,4.304167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2015,3.423333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2016,2.761667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2017,2.990833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2021,1.815,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1985,12.91167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1986,13.29917,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1987,13.305,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1988,12.89583,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1989,10.82583,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1990,10.68,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1991,9.996667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1992,9.606667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1993,6.880833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1994,7.435833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1995,7.424167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1996,6.773334,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1997,5.888333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1998,5.4,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1999,5.4975,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2000,6.218333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2001,6.236667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2002,6.384167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2003,5.045,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2004,4.368333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2005,3.745833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2006,4.076667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2007,4.774167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2008,4.458333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2009,3.998333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2010,3.528333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2011,3.135,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2012,2.101667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2013,2.5775,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2014,2.515,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2015,1.565,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2016,1.331667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2017,1.6375,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2018,1.879167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2019,1.494167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2020,0.8175,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2021,1.41587,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),POL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2001,10.68167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),POL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2002,7.355834,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),POL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2003,5.7775,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),POL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2004,6.896667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),POL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2005,5.218333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),POL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2006,5.231667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),POL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2007,5.484334,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),POL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2008,6.071667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),POL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2009,6.120598,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),POL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2010,5.781667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),POL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2011,5.955583,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),POL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2012,4.999283,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),POL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2013,4.033292,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),POL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2014,3.516211,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),POL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2015,2.700557,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),POL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2016,3.035689,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),POL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2017,3.42,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),POL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2018,3.198333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),POL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2019,2.3475,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),POL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2020,1.499167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),POL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2021,1.944167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),POL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2022,6.053333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),POL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2023,5.805833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),PRT,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1994,10.47833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),PRT,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1995,11.465,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),PRT,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1996,8.559167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),PRT,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1997,6.358333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),PRT,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1998,4.8775,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),PRT,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1999,4.7775,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),PRT,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2000,5.595,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),PRT,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2001,5.158333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),PRT,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2002,5.005833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),PRT,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2003,4.178333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),PRT,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2004,4.143333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),PRT,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2005,3.4375,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),PRT,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2006,3.915,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),PRT,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2007,4.423333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),PRT,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2009,4.210834,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),PRT,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2012,10.5475,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),PRT,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2013,6.294167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),PRT,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2015,2.423333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),PRT,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2017,3.0525,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),PRT,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2019,0.7575,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),PRT,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2020,0.4166667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),PRT,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2021,0.295,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),PRT,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2022,2.17,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),PRT,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2023,3.2375,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVK,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2001,8.043349,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVK,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2002,6.934373,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVK,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2003,4.985866,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVK,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2004,5.026144,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVK,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2005,3.52158,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVK,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2006,4.412181,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVK,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2007,4.490726,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVK,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2008,4.723183,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVK,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2009,4.706512,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVK,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2010,3.871647,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVK,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2011,4.448205,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVK,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2012,4.553231,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVK,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2013,3.186377,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVK,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2014,2.071702,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVK,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2015,0.88525,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVK,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2016,0.5444093,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVK,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2017,0.9153607,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVK,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2018,0.885511,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVK,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2019,0.2463108,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVK,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2020,-0.03828775,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVK,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2021,-0.08023517,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVK,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2022,2.074054,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVK,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2023,3.649202,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2003,6.401667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2004,4.683333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2005,3.806667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2006,3.853333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2007,4.53075,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2008,4.606333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2009,4.375,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2010,3.8325,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2011,4.970917,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2012,5.808333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2013,5.811666,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2014,3.27,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2015,1.705,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2016,1.149167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2017,0.96,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2018,0.9308333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2019,0.275,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2020,0.079,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2021,0.07083333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2022,1.891833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SVN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2023,3.404167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),ESP,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1980,15.96083,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),ESP,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1981,15.81167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),ESP,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1982,15.9875,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),ESP,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1983,16.90917,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),ESP,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1984,16.5225,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),ESP,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1985,13.3675,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),ESP,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1986,11.35417,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),ESP,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1987,12.81333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),ESP,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1988,11.74417,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),ESP,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1990,14.6775,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SWE,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1987,11.68,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SWE,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1988,11.35167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SWE,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1989,11.18,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SWE,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1990,13.15917,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SWE,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1991,10.69083,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SWE,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1992,10.01667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SWE,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1995,10.24417,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SWE,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1996,8.026667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SWE,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1997,6.614167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SWE,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1998,4.989167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SWE,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1999,4.98,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SWE,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2000,5.3675,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SWE,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2001,5.1075,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SWE,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2002,5.303333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SWE,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2003,4.638333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SWE,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2004,4.425,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SWE,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2005,3.3825,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SWE,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2006,3.704167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SWE,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2007,4.1675,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SWE,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2008,3.8875,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SWE,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2009,3.25,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),SWE,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2010,2.893333,A,0,2,
