freq,unit,geo\TIME_PERIOD,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
A,HAB_P,FRB0,NaN,NaN,NaN,NaN,128.5,128.74,129.36,131.29,131.88,135.22,137.07,136.75,139.65,141.48,140.83,148.28,151.69,158.41,160.52,160.02,160.3,159.99,159.1,159.4,162.58,165.01,167.82,168.43,170.23,174.14,177.22,NaN
A,HAB_P,FRC1,NaN,NaN,NaN,NaN,108.39,109.26,109.74,112.78,112.73,115.57,118.76,123.45,125.82,130.2,131.24,131.43,134.89,136.71,139.31,138.9,138.94,140.23,140.58,141.72,143.91,145.41,144.96,148.23,152.15,155.07,158.07,NaN
A,HAB_P,FRC2,NaN,NaN,NaN,NaN,117.53,119.67,122.72,125.36,124.6,139.05,137.67,138.82,139.03,140.77,141.19,144.69,154.95,154.0,154.65,156.16,161.11,162.98,165.87,168.95,171.66,176.72,177.17,180.96,184.46,193.77,197.74,NaN
A,HAB_P,FRD1,NaN,NaN,NaN,NaN,122.94,123.84,125.23,125.7,127.51,129.98,134.65,133.07,136.67,141.43,140.26,140.51,148.52,148.07,151.18,150.82,155.53,155.38,158.19,161.23,162.58,163.92,165.34,167.99,166.99,171.6,175.99,NaN
A,HAB_P,FRD2,NaN,NaN,NaN,NaN,147.78,150.89,149.95,153.7,154.83,156.39,159.68,162.38,169.17,169.71,170.51,169.45,177.14,177.9,179.66,174.65,178.76,176.56,175.49,175.74,176.83,177.03,179.29,178.78,182.93,184.85,185.4,NaN
A,HAB_P,FRE1,NaN,NaN,NaN,NaN,140.91,143.05,142.57,149.84,147.25,148.79,149.71,151.65,149.63,151.4,151.25,150.37,154.08,161.91,162.51,160.09,160.73,162.76,163.99,165.7,167.54,168.78,170.15,174.61,174.66,176.49,178.91,NaN
A,HAB_P,FRE2,NaN,NaN,NaN,NaN,128.34,131.84,132.85,136.45,136.52,137.53,138.69,140.11,140.61,141.28,140.42,140.85,146.25,157.34,157.4,158.18,158.28,160.04,163.51,166.57,168.57,172.42,174.29,174.56,175.9,177.51,180.12,NaN
A,HAB_P,FRF1,NaN,NaN,NaN,NaN,117.38,116.72,118.42,119.14,119.31,120.48,121.64,126.33,129.3,133.0,134.48,137.35,143.26,156.46,157.67,159.78,159.93,161.09,162.24,165.58,169.69,170.57,170.75,176.74,180.34,185.49,194.34,NaN
A,HAB_P,FRF2,NaN,NaN,NaN,NaN,125.02,125.79,127.62,129.7,132.18,132.35,133.43,134.26,134.67,135.64,135.33,137.31,154.5,157.96,160.37,160.78,165.73,160.2,162.77,165.77,170.3,173.34,177.36,178.62,177.64,177.57,180.7,NaN
A,HAB_P,FRF3,NaN,NaN,NaN,NaN,110.58,112.11,113.85,117.86,119.2,119.49,120.49,122.37,124.17,124.54,126.6,131.2,135.83,142.92,145.15,148.15,148.89,151.16,153.04,155.95,157.66,160.03,163.16,166.78,170.68,173.12,175.39,NaN
A,HAB_P,FRG0,NaN,NaN,NaN,NaN,147.76,149.54,149.13,150.67,153.56,155.23,156.78,158.85,163.14,164.8,166.42,170.84,177.27,187.22,187.6,185.8,186.13,187.89,190.05,191.94,195.91,198.05,200.52,205.19,208.22,212.36,219.42,NaN
A,HAB_P,FRH0,NaN,NaN,NaN,NaN,115.24,116.51,118.87,121.62,123.38,123.09,125.84,129.12,131.71,134.22,134.8,139.36,147.94,155.26,155.92,157.99,158.36,159.57,160.83,163.02,164.66,167.38,170.0,171.05,174.5,178.74,182.42,NaN
A,HAB_P,FRI1,NaN,NaN,NaN,NaN,132.69,134.68,136.35,139.86,141.81,142.47,142.94,144.57,148.02,149.44,149.79,153.41,156.1,156.48,157.15,157.08,155.31,157.85,158.14,159.58,161.04,164.1,165.51,166.66,172.44,175.59,179.29,NaN
A,HAB_P,FRI2,NaN,NaN,NaN,NaN,86.95,88.1,88.85,89.14,90.58,97.21,100.81,101.4,104.11,103.66,103.62,103.63,113.44,117.76,119.01,118.01,118.24,118.31,120.34,120.92,123.38,125.16,126.38,128.19,129.06,130.19,132.85,NaN
A,HAB_P,FRI3,NaN,NaN,NaN,NaN,148.79,152.41,150.89,152.86,153.71,154.13,156.06,155.85,159.27,158.54,159.55,163.34,171.32,172.67,173.65,172.08,173.25,170.98,174.25,176.94,179.89,183.21,186.68,188.31,191.91,195.72,197.97,NaN
A,HAB_P,FRJ1,NaN,NaN,NaN,NaN,129.48,131.57,134.11,136.45,139.03,140.51,142.27,145.89,145.92,145.73,144.52,146.27,145.57,151.16,152.99,152.16,151.94,152.81,152.58,151.45,152.13,153.49,153.88,154.93,156.17,159.1,160.89,NaN
A,HAB_P,FRJ2,NaN,NaN,NaN,NaN,134.57,136.47,140.29,143.4,144.92,147.85,148.76,151.15,151.7,152.31,151.19,153.26,156.13,160.59,160.37,159.31,160.45,159.76,160.08,161.39,161.54,162.85,164.45,166.72,170.49,173.93,175.69,NaN
A,HAB_P,FRK1,NaN,NaN,NaN,NaN,102.52,105.15,105.81,106.08,109.15,109.32,109.52,113.42,113.67,114.17,115.59,116.24,117.12,131.78,134.09,136.4,135.36,136.05,136.17,136.24,137.98,138.05,139.36,141.95,143.92,147.71,151.0,NaN
A,HAB_P,FRK2,NaN,NaN,NaN,NaN,132.01,133.7,134.97,136.16,138.7,138.23,141.25,143.71,148.53,152.48,153.52,158.49,167.73,167.85,168.66,167.59,168.38,169.96,170.93,171.93,174.25,176.22,177.26,180.77,185.28,190.84,195.34,NaN
A,HAB_P,FRL0,NaN,NaN,NaN,NaN,123.46,124.37,125.81,130.83,130.47,129.24,131.71,133.9,135.53,135.59,136.32,138.41,141.34,143.8,144.12,144.04,139.35,140.87,141.65,143.34,143.9,143.21,145.78,149.45,151.53,155.9,157.22,NaN
A,HAB_P,FRM0,NaN,NaN,NaN,NaN,127.46,129.64,132.83,131.95,136.83,140.45,138.5,139.7,146.3,146.3,147.82,158.2,152.66,149.58,155.59,161.88,169.97,176.49,172.81,167.95,165.26,166.07,166.7,170.19,171.97,174.21,182.53,NaN
A,HAB_P,FRY1,NaN,NaN,NaN,NaN,135.26,140.79,151.92,148.2,149.31,150.17,156.02,156.14,154.63,161.33,153.89,154.57,155.38,168.72,170.37,167.23,172.84,175.24,172.92,172.92,205.59,184.97,178.1,180.22,179.68,185.36,182.78,NaN
A,HAB_P,FRY2,NaN,NaN,NaN,NaN,134.75,133.72,128.03,140.57,140.9,144.76,144.59,145.11,146.8,144.47,141.45,158.9,143.23,145.45,156.11,160.72,160.65,164.94,164.19,176.6,181.89,186.83,193.01,194.6,188.94,198.41,196.17,NaN
A,HAB_P,FRY3,NaN,NaN,NaN,NaN,347.32,360.66,357.91,434.02,373.58,343.09,383.76,332.17,320.45,336.53,311.25,298.7,332.17,330.61,340.19,310.22,304.52,303.86,297.76,303.86,297.76,288.9,283.69,283.89,285.79,275.47,306.25,NaN
A,HAB_P,FRY4,NaN,NaN,NaN,NaN,315.0,322.43,323.4,319.08,317.79,318.97,318.97,316.97,317.09,307.9,311.58,305.39,305.72,297.48,294.83,279.25,276.74,266.79,258.16,249.92,252.7,253.15,250.48,254.74,245.79,244.31,236.45,NaN
A,HAB_P,FRY5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,920.06,850.41,834.61,834.61,744.69,744.69,744.69,744.69,734.32,760.34,787.0,646.01,679.4,NaN
A,HAB_P,FX,NaN,NaN,NaN,NaN,116.73,118.77,120.76,124.2,126.5,128.36,131.15,133.95,137.05,139.24,140.3,143.46,148.81,154.22,155.96,156.58,157.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,HAB_P,HR,136.79,140.58,144.51,142.79,144.46,145.44,146.96,147.23,149.1,157.57,159.21,161.66,163.86,163.74,162.97,163.44,166.71,159.83,155.71,157.93,159.17,158.63,169.54,173.18,173.47,172.85,171.49,170.71,173.0,171.3,176.85,NaN
A,HAB_P,HR02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,172.43,169.33,128.42,164.45,163.44,164.48,188.51,192.77,190.02,194.21,191.35,187.79,181.44,178.37,178.32,NaN
A,HAB_P,HR03,140.92,154.99,158.17,158.34,161.37,162.63,164.84,165.19,166.89,178.83,176.21,178.3,183.45,179.92,181.45,180.04,192.35,189.05,177.01,175.79,176.73,174.36,182.22,189.03,191.65,183.07,183.29,182.27,184.5,183.03,183.09,NaN
A,HAB_P,HR05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,118.29,106.32,142.38,112.86,116.31,115.22,119.13,121.1,120.63,123.21,122.43,119.75,126.98,125.51,141.51,NaN
A,HAB_P,HR06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,192.07,189.66,188.72,189.44,189.08,190.79,202.06,202.01,204.49,203.76,200.66,210.88,213.62,214.13,215.04,NaN
A,HAB_P,HU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,116.49,120.25,120.71,121.29,121.68,121.51,120.74,134.24,136.01,135.48,135.07,135.35,139.67,139.33,140.77,140.9,141.17,141.19,142.76,143.64,146.78,146.17,149.69,153.64,NaN
A,HAB_P,HU11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.3,75.15,74.78,76.43,77.0,76.61,76.2,88.38,91.2,91.46,91.2,90.82,92.84,93.13,93.95,94.22,94.67,95.23,97.6,97.77,97.86,98.78,99.83,103.12,NaN
A,HAB_P,HU12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,293.74,304.66,307.76,305.1,296.48,296.48,294.21,326.0,326.0,326.0,324.33,335.64,341.88,341.88,341.88,344.29,344.29,343.82,372.77,380.9,420.29,451.1,461.89,464.26,NaN
A,HAB_P,HU21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,131.7,136.99,138.02,139.35,136.32,134.62,132.21,140.7,141.54,141.6,140.59,141.88,149.66,146.47,150.36,149.55,148.25,146.57,146.86,147.66,157.92,155.29,159.15,162.32,NaN
A,HAB_P,HU22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,116.19,123.32,123.57,123.99,123.63,123.83,124.85,137.26,137.49,137.8,138.12,138.08,138.14,137.07,137.14,136.57,137.45,137.51,138.02,138.9,137.65,138.15,142.33,147.51,NaN
A,HAB_P,HU23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,113.39,120.4,121.41,118.62,120.44,121.65,119.27,127.45,126.33,126.9,125.65,124.9,128.87,128.91,129.96,130.71,136.08,136.4,137.77,138.04,136.82,134.93,139.73,145.23,NaN
A,HAB_P,HU31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,117.51,121.09,118.89,118.49,118.69,118.47,117.51,127.57,130.43,128.52,128.28,127.82,132.89,132.72,134.72,135.27,134.3,134.72,134.37,134.71,141.92,135.72,141.06,144.6,NaN
A,HAB_P,HU32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.97,124.65,128.96,128.7,131.47,130.84,130.02,142.0,144.56,141.45,141.73,142.97,152.11,151.93,155.1,154.8,152.35,151.45,151.53,153.76,157.92,154.54,159.09,164.24,NaN
A,HAB_P,HU33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,121.58,125.49,125.86,126.47,126.94,128.07,128.29,146.55,145.98,145.38,144.66,144.91,148.21,148.21,147.93,147.96,148.02,148.07,147.04,147.21,146.8,145.9,146.54,146.7,NaN
A,HAB_P,IE,190.98,194.86,196.29,200.65,205.06,208.14,210.7,211.72,218.04,217.33,217.94,215.16,217.53,219.84,220.34,226.73,385.57,397.32,411.42,422.54,417.36,412.07,359.82,351.82,345.98,341.3,350.13,349.69,350.83,347.31,345.53,NaN
A,HAB_P,IE04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,355.64,362.87,365.21,360.59,NaN
A,HAB_P,IE05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,395.82,394.12,392.38,390.23,NaN
A,HAB_P,IE06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,322.5,323.26,317.39,316.47,NaN
A,HAB_P,IT,157.24,160.19,167.91,160.65,178.76,189.38,213.3,223.15,227.56,236.05,249.69,257.92,255.22,257.64,262.03,268.22,274.06,276.95,286.4,293.62,299.87,306.46,308.23,311.03,310.66,315.23,316.18,313.91,320.12,323.88,328.84,NaN
A,HAB_P,ITC1,169.32,169.32,171.0,172.03,176.67,189.07,192.54,205.31,210.03,231.57,234.29,241.07,245.56,249.87,250.66,254.34,250.73,252.13,259.38,267.01,267.86,274.36,275.34,275.55,283.58,284.59,288.38,280.01,285.54,284.48,291.88,NaN
A,HAB_P,ITC2,267.92,244.94,245.42,244.94,241.64,250.8,274.95,281.1,274.95,289.52,295.65,298.46,302.05,294.27,302.78,314.13,261.23,261.78,260.69,258.55,246.38,266.78,271.98,274.95,275.55,282.37,278.54,239.08,266.07,315.2,298.55,NaN
A,HAB_P,ITC3,120.1,120.08,124.43,130.91,151.51,162.96,180.08,182.09,189.12,193.31,267.4,265.36,214.7,234.98,238.56,255.58,252.13,256.22,289.62,267.86,283.36,283.15,277.86,291.94,292.5,292.78,284.45,296.97,301.27,300.48,297.4,NaN
A,HAB_P,ITC4,162.15,162.79,165.26,168.61,187.92,196.87,217.16,222.82,230.53,243.71,254.62,258.17,256.85,256.22,260.2,262.41,260.38,262.06,264.98,271.24,277.02,277.44,279.09,281.01,282.85,288.03,285.29,274.98,304.4,303.54,307.75,NaN
A,HAB_P,ITF1,128.62,132.03,140.95,132.03,155.32,156.8,197.19,238.78,248.12,223.25,250.8,286.17,237.6,227.54,235.67,265.44,279.89,277.92,299.76,310.34,300.38,309.9,318.24,314.17,324.84,325.65,341.21,327.1,313.74,316.44,331.88,NaN
A,HAB_P,ITF2,158.14,174.89,163.33,152.2,178.49,172.51,188.92,205.96,203.34,198.69,188.11,189.04,181.04,183.45,185.24,203.61,209.37,219.98,244.01,255.72,240.53,294.66,268.84,275.67,295.23,338.3,333.13,321.52,317.34,322.69,326.13,NaN
A,HAB_P,ITF3,192.51,202.86,216.58,187.6,209.5,208.19,267.14,282.08,280.93,289.62,329.96,322.09,307.53,304.49,308.57,318.32,327.14,333.0,348.51,363.29,361.18,375.13,374.03,380.08,382.48,384.94,396.5,388.71,399.34,400.44,420.61,NaN
A,HAB_P,ITF4,137.76,141.99,179.97,138.2,166.45,183.5,208.69,223.52,231.92,245.81,248.61,267.37,258.98,260.4,264.91,273.44,277.52,277.81,297.44,320.35,329.37,349.47,342.13,345.88,346.06,350.67,352.99,359.12,345.9,347.29,353.73,NaN
A,HAB_P,ITF5,140.49,140.28,142.24,137.31,197.17,207.89,227.44,226.98,228.27,231.97,293.84,292.91,298.87,277.08,289.27,304.08,305.57,301.78,300.48,304.74,319.74,324.95,324.76,325.9,332.29,351.09,346.8,341.54,312.69,309.1,323.7,NaN
A,HAB_P,ITF6,160.14,159.19,172.19,164.15,179.67,183.02,211.23,210.0,187.99,228.66,190.08,224.57,245.92,246.01,252.98,283.35,296.12,302.34,317.03,355.72,396.77,444.45,460.73,436.34,390.13,398.5,402.94,500.63,454.29,389.86,410.1,NaN
A,HAB_P,ITG1,185.7,194.26,197.04,189.29,198.49,211.65,245.12,256.28,257.37,251.88,262.69,280.2,285.81,297.04,300.95,314.61,333.01,324.32,335.67,341.92,345.28,351.84,355.18,360.31,357.97,356.78,354.67,346.7,343.05,358.24,355.74,NaN
A,HAB_P,ITG2,160.16,161.26,166.97,148.9,166.04,177.76,200.06,195.36,215.18,214.98,223.17,227.05,227.43,226.86,247.03,248.28,248.97,264.69,264.25,287.38,294.58,315.12,311.08,314.33,326.28,319.15,331.95,330.0,328.45,330.99,335.96,NaN
A,HAB_P,ITH1,174.39,169.75,168.94,168.51,171.84,184.26,187.59,199.07,209.61,218.33,223.57,234.55,245.63,246.77,255.2,251.81,256.93,260.21,266.76,266.22,267.7,270.29,276.35,267.03,273.64,257.93,285.74,295.72,293.12,306.01,319.9,NaN
A,HAB_P,ITH2,144.72,138.18,145.07,163.43,159.22,161.01,257.2,231.47,216.36,260.53,300.23,307.01,236.71,239.84,240.16,243.82,246.81,248.39,253.6,254.08,279.12,284.37,283.48,290.76,276.0,288.75,288.13,279.16,271.73,277.08,274.1,NaN
A,HAB_P,ITH3,146.89,150.61,169.85,161.39,190.06,200.65,214.38,224.98,232.88,240.61,253.3,264.15,270.11,268.16,270.73,276.45,278.07,280.93,285.13,290.91,293.56,292.98,290.54,302.3,301.91,307.85,303.98,308.53,324.94,329.39,327.98,NaN
A,HAB_P,ITH4,129.25,127.48,137.5,154.78,161.41,172.62,183.26,200.07,205.12,214.04,233.0,259.97,272.92,277.17,279.09,286.76,277.81,273.23,273.42,271.27,275.47,276.04,283.6,298.87,305.81,299.16,305.98,300.37,304.93,320.57,357.61,NaN
A,HAB_P,ITH5,163.99,167.0,174.11,174.66,187.62,199.19,221.06,232.55,231.13,233.43,235.8,246.61,240.29,246.43,245.16,249.24,251.63,251.96,244.17,252.33,253.58,260.15,273.32,270.65,265.27,270.48,269.14,274.02,275.82,285.51,279.32,NaN
A,HAB_P,ITI1,166.09,175.24,176.49,173.57,185.57,206.78,227.23,232.0,239.8,235.11,269.17,270.43,270.29,281.41,286.77,293.55,306.05,306.28,312.93,311.8,331.63,342.69,335.6,340.48,350.8,348.46,350.32,353.84,346.23,354.63,361.07,NaN
A,HAB_P,ITI2,168.64,183.02,189.86,190.4,219.75,240.11,250.07,267.28,279.42,286.76,313.06,310.39,327.74,335.54,321.58,329.96,327.24,330.09,325.9,325.42,312.72,318.19,321.47,322.65,328.97,324.81,330.16,340.99,342.25,332.66,329.51,NaN
A,HAB_P,ITI3,150.45,154.95,164.31,146.89,161.6,181.6,209.21,213.44,220.43,225.23,270.42,249.52,250.14,266.35,266.82,263.85,265.19,266.12,276.27,285.35,295.32,303.46,307.57,322.65,321.22,332.24,331.4,349.94,365.14,353.83,350.38,NaN
A,HAB_P,ITI4,135.79,135.95,133.36,126.92,144.08,153.78,175.21,187.42,192.11,199.0,207.86,212.25,212.84,211.41,219.23,216.81,239.83,251.97,280.63,279.51,292.14,291.75,296.31,292.72,280.21,295.93,295.53,283.36,280.82,296.38,304.55,NaN
A,HAB_P,LT,64.52,68.82,70.83,73.67,81.95,87.38,89.13,90.97,97.23,100.82,104.84,110.06,116.21,120.06,121.04,122.49,123.78,126.73,124.93,126.41,130.03,132.03,138.97,146.52,151.62,156.02,158.52,167.26,165.62,176.04,182.36,NaN
A,HAB_P,LT01,66.19,73.94,75.24,76.43,82.5,89.81,90.6,91.87,94.92,95.03,103.05,109.49,112.58,116.31,115.6,116.44,115.82,117.75,115.78,117.63,121.7,123.97,129.12,135.18,137.89,140.34,144.05,157.85,157.06,162.51,167.61,NaN
A,HAB_P,LT02,63.88,66.98,69.22,72.64,81.73,86.45,88.56,90.62,98.18,103.32,105.57,110.29,117.71,121.61,123.34,125.07,127.25,130.68,128.96,130.27,133.65,135.52,143.3,151.56,157.84,163.24,165.14,171.38,169.39,182.38,189.47,NaN
A,HAB_P,NL,202.86,208.99,212.22,213.61,213.45,215.5,216.87,224.86,231.59,234.13,237.08,236.11,238.57,240.5,245.82,247.28,248.27,252.48,260.48,272.98,278.52,289.02,292.34,297.51,307.86,314.96,331.02,343.49,338.72,408.28,432.76,NaN
A,HAB_P,NL11,179.63,178.32,179.36,177.5,177.02,204.48,212.59,222.9,214.7,214.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,HAB_P,NL12,229.43,230.73,229.67,243.39,232.56,232.89,233.9,232.14,265.44,264.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,HAB_P,NL13,162.06,163.89,163.51,162.11,164.11,143.74,150.01,160.84,159.28,162.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,HAB_P,NL21,211.53,214.91,221.33,225.56,224.2,230.73,226.26,230.36,231.29,236.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,HAB_P,NL22,205.15,218.33,222.0,222.31,215.63,214.02,214.27,226.2,228.95,232.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,HAB_P,NL23,719.42,738.56,738.56,738.56,738.56,707.21,747.84,757.36,743.83,743.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,HAB_P,NL32,192.91,201.11,205.01,209.51,212.27,214.88,216.71,227.18,229.37,230.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,HAB_P,NL34,259.33,259.51,259.33,260.92,261.28,261.63,262.71,271.65,275.56,271.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,HAB_P,NL41,211.06,213.03,218.96,217.52,217.93,221.67,223.96,231.77,243.99,244.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,HAB_P,NL42,167.54,177.25,181.69,183.27,183.24,193.81,192.77,197.9,201.47,203.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,HAB_P,NO,295.47,300.13,300.88,304.33,306.4,306.52,307.08,312.47,309.29,235.12,233.96,221.22,223.3,227.44,232.61,241.08,243.97,253.19,256.44,267.25,271.85,269.77,273.16,276.17,280.39,284.67,287.23,293.98,294.14,298.66,303.12,NaN
A,HAB_P,NO02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,192.16,192.86,207.99,214.11,217.88,212.03,183.33,186.27,202.21,203.09,234.65,243.27,244.19,246.0,251.15,NaN
A,HAB_P,NO06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,235.41,245.07,242.14,247.81,258.97,266.69,289.03,289.93,294.15,301.77,285.9,286.01,293.38,310.9,295.64,NaN
A,HAB_P,NO07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,198.31,205.43,211.78,211.23,220.91,222.12,229.35,233.65,232.86,237.53,237.18,236.1,232.51,238.62,242.46,NaN
A,HAB_P,NO08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,246.46,262.83,271.19,284.37,285.09,275.46,278.96,280.35,280.27,279.12,275.6,286.14,283.9,288.92,295.31,NaN
A,HAB_P,NO09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,264.33,265.6,267.86,284.96,294.24,311.89,318.34,326.54,336.57,351.46,360.59,365.43,369.63,372.7,379.18,NaN
A,HAB_P,NO0A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,275.13,282.55,278.71,288.18,289.88,285.48,296.19,299.16,302.65,311.86,314.98,321.79,323.4,322.19,329.79,NaN
A,HAB_P,NO0B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,HAB_P,PL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148.81,149.15,152.59,153.83,155.07,150.46,149.61,151.01,150.52,150.48,151.06,150.74,150.67,150.6,150.96,152.97,161.96,159.9,156.21,158.86,159.46,NaN
A,HAB_P,PL21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,152.41,146.23,152.27,154.34,155.47,150.17,149.29,154.48,155.19,154.6,154.37,152.84,154.45,154.21,152.62,152.06,160.45,161.94,159.41,160.28,162.57,NaN
A,HAB_P,PL22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,134.35,136.17,139.11,140.64,143.1,138.78,141.94,144.73,144.7,144.16,144.16,146.17,148.59,147.98,150.2,152.23,158.83,159.82,159.54,162.42,163.2,NaN
A,HAB_P,PL41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,190.12,191.55,195.67,198.12,197.71,190.99,191.74,195.86,196.1,194.68,212.27,199.8,197.9,201.68,199.85,205.39,233.99,234.56,231.83,225.22,228.03,NaN
A,HAB_P,PL42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94.3,91.59,94.99,94.05,95.8,91.15,88.01,82.85,78.46,82.45,82.5,84.98,81.52,82.86,83.37,83.02,84.57,84.85,80.91,81.19,78.67,NaN
A,HAB_P,PL43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,163.11,165.05,185.56,184.98,191.87,187.29,187.75,193.54,184.3,174.52,176.92,177.73,191.51,193.17,191.58,196.15,209.35,196.38,196.38,201.8,204.36,NaN
A,HAB_P,PL51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,118.52,118.99,122.32,124.28,126.99,127.85,124.66,124.51,126.22,125.63,124.65,126.35,126.39,126.37,128.76,129.06,136.21,135.11,133.08,134.48,135.34,NaN
A,HAB_P,PL52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,163.42,172.07,177.09,176.34,174.77,166.82,165.51,166.59,168.01,162.97,165.13,167.26,174.93,169.75,176.14,182.25,203.57,189.11,174.17,189.79,184.47,NaN
A,HAB_P,PL61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,122.07,121.37,122.14,123.84,124.14,122.61,122.82,122.46,122.75,121.22,117.38,116.38,116.15,113.43,111.44,111.62,115.72,113.39,108.74,108.23,105.73,NaN
