freq,unit,geo\TIME_PERIOD,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
A,NR,BE32,10754.0,10234.0,9780.0,9621.0,9478.0,9314.0,9177.0,8987.0,8881.0,8809.0,8752.0,8713.0,8653.0,8653.0,8626.0,8653.0,8666.0,8444.0,8623.0,8616.0,8587.0,8572.0,8559.0,8402.0,8162.0,8162.0,8232.0,8222.0,8195.0,8184.0,8199.0,8171.0
A,NR,BE33,6883.0,6788.0,6776.0,6769.0,6794.0,6751.0,6735.0,6760.0,6699.0,6540.0,6651.0,6666.0,6666.0,6655.0,6638.0,6615.0,6645.0,6650.0,6650.0,6648.0,6637.0,6616.0,6535.0,6423.0,6312.0,6283.0,6358.0,6316.0,6308.0,6308.0,6308.0,6319.0
A,NR,BE34,1290.0,1244.0,1203.0,1205.0,1183.0,1177.0,1183.0,1183.0,1204.0,1195.0,1186.0,1183.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1168.0,1168.0,1168.0,1168.0,1168.0,1168.0,1168.0,1168.0
A,NR,BE35,2760.0,2756.0,2762.0,2708.0,2698.0,2698.0,2689.0,2808.0,2724.0,2664.0,2664.0,2665.0,2669.0,2669.0,2669.0,2662.0,2660.0,2660.0,2656.0,2656.0,2679.0,2694.0,2699.0,2665.0,2561.0,2554.0,2554.0,2554.0,2554.0,2554.0,2554.0,2554.0
A,NR,BG,88910.0,86092.0,87148.0,87549.0,85408.0,69422.0,61535.0,60552.0,56984.0,51030.0,49171.0,47709.0,49626.0,47719.0,48749.0,49507.0,50041.0,48934.0,47391.0,48308.0,49522.0,51505.0,51933.0,51816.0,52744.0,53173.0,53997.0,54216.0,54491.0,54707.0,55724.0,NaN
A,NR,BG31,12569.0,12440.0,12426.0,12404.0,11776.0,9236.0,8158.0,7637.0,6970.0,5714.0,5539.0,5573.0,5607.0,5388.0,5652.0,5608.0,5756.0,5441.0,5383.0,5292.0,5436.0,5507.0,5676.0,5582.0,5867.0,5779.0,5828.0,5899.0,6108.0,6147.0,6338.0,NaN
A,NR,BG32,12054.0,11746.0,11585.0,11445.0,10798.0,8562.0,7708.0,6976.0,6433.0,5587.0,5464.0,5468.0,5500.0,5363.0,5473.0,5548.0,5593.0,5219.0,4941.0,4886.0,5136.0,5202.0,5347.0,5151.0,5165.0,5213.0,5250.0,5367.0,5476.0,5451.0,5340.0,NaN
A,NR,BG33,10728.0,10498.0,10532.0,10479.0,10097.0,8172.0,7353.0,6585.0,6365.0,5555.0,5380.0,5211.0,5011.0,4786.0,4771.0,4762.0,4905.0,4643.0,4617.0,4490.0,4575.0,4697.0,4908.0,4713.0,4792.0,4932.0,4972.0,4936.0,4843.0,5033.0,5036.0,NaN
A,NR,BG34,11948.0,11413.0,11762.0,11791.0,11340.0,8776.0,8160.0,8650.0,8145.0,6875.0,6767.0,6692.0,6653.0,6474.0,6648.0,6846.0,6998.0,6634.0,6066.0,6147.0,6466.0,6812.0,6485.0,6733.0,6844.0,6805.0,6890.0,6838.0,7002.0,7094.0,7534.0,NaN
A,NR,BG41,22287.0,21701.0,22207.0,21990.0,21667.0,19081.0,16541.0,17425.0,16372.0,14729.0,14391.0,14096.0,14057.0,13640.0,14002.0,14548.0,14630.0,14107.0,13537.0,13789.0,13928.0,14626.0,14781.0,14634.0,14805.0,15036.0,15513.0,15866.0,15666.0,15562.0,15925.0,NaN
A,NR,BG42,15875.0,15786.0,15786.0,16117.0,15425.0,11463.0,10773.0,10814.0,10664.0,9400.0,9155.0,9139.0,9273.0,9108.0,9251.0,9718.0,10113.0,9840.0,9620.0,9999.0,10246.0,10913.0,11131.0,11308.0,11614.0,11653.0,11616.0,11730.0,11792.0,11758.0,11900.0,NaN
A,NR,CH,NaN,NaN,NaN,NaN,NaN,47119.0,47209.0,45170.0,43643.0,43308.0,42742.0,41897.0,41196.0,40347.0,40475.0,39852.0,39527.0,40638.0,39937.0,39783.0,39232.0,38764.0,39176.0,39254.0,39330.0,39401.0,39390.0,38705.0,38592.0,38801.0,38812.0,NaN
A,NR,CH01,NaN,NaN,NaN,NaN,NaN,8371.0,8123.0,8462.0,8339.0,8387.0,8354.0,8248.0,8209.0,7930.0,7853.0,7826.0,7719.0,7936.0,8088.0,8230.0,8003.0,8123.0,8250.0,8279.0,8305.0,8281.0,8265.0,7976.0,7767.0,7778.0,7838.0,NaN
A,NR,CH02,NaN,NaN,NaN,NaN,NaN,10593.0,10416.0,9201.0,8931.0,8788.0,8541.0,8553.0,8440.0,8319.0,8176.0,8118.0,8044.0,8300.0,8190.0,8143.0,8078.0,7670.0,7983.0,7944.0,7885.0,8025.0,8019.0,7784.0,7747.0,7801.0,7794.0,NaN
A,NR,CH03,NaN,NaN,NaN,NaN,NaN,7245.0,7719.0,7324.0,7196.0,7237.0,7164.0,7002.0,6774.0,6691.0,6371.0,6471.0,6461.0,6551.0,6400.0,6451.0,6290.0,6310.0,6168.0,6128.0,6209.0,6232.0,6316.0,6261.0,6406.0,6546.0,6614.0,NaN
A,NR,CH04,NaN,NaN,NaN,NaN,NaN,8333.0,8225.0,8034.0,7608.0,7607.0,7517.0,7358.0,7266.0,6991.0,6941.0,6978.0,6908.0,6656.0,6482.0,6464.0,6297.0,6310.0,6366.0,6289.0,6391.0,6253.0,6281.0,6117.0,5988.0,5979.0,5919.0,NaN
A,NR,CH05,NaN,NaN,NaN,NaN,NaN,7119.0,7215.0,7063.0,6670.0,6425.0,6470.0,6075.0,5912.0,5834.0,6618.0,6010.0,5945.0,6612.0,6306.0,6081.0,6083.0,5915.0,5929.0,6049.0,5911.0,5952.0,5880.0,5916.0,5923.0,5959.0,5997.0,NaN
A,NR,CH06,NaN,NaN,NaN,NaN,NaN,2952.0,3028.0,2757.0,2651.0,2621.0,2598.0,2627.0,2613.0,2600.0,2591.0,2565.0,2562.0,2636.0,2613.0,2546.0,2580.0,2531.0,2576.0,2637.0,2673.0,2702.0,2696.0,2728.0,2786.0,2748.0,2703.0,NaN
A,NR,CH07,NaN,NaN,NaN,NaN,NaN,2506.0,2483.0,2329.0,2248.0,2243.0,2098.0,2034.0,1982.0,1982.0,1925.0,1884.0,1888.0,1947.0,1858.0,1868.0,1901.0,1905.0,1904.0,1928.0,1956.0,1956.0,1933.0,1923.0,1975.0,1990.0,1947.0,NaN
A,NR,CZ,NaN,NaN,87784.0,85246.0,82835.0,81673.0,79551.0,79985.0,79354.0,79177.0,78825.0,78004.0,77309.0,76245.0,75502.0,74924.0,74607.0,76864.0,74590.0,73296.0,70922.0,70738.0,70794.0,70903.0,70698.0,70807.0,70711.0,69990.0,70029.0,69821.0,69601.0,NaN
A,NR,CZ01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11562.0,11543.0,11406.0,11972.0,11503.0,11235.0,10837.0,10898.0,10989.0,10968.0,10937.0,10899.0,10857.0,10664.0,10759.0,10535.0,10535.0,NaN
A,NR,CZ02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6894.0,6906.0,7135.0,7364.0,7183.0,7215.0,6864.0,6844.0,6849.0,6896.0,6864.0,6948.0,6873.0,6830.0,6800.0,6788.0,6863.0,NaN
A,NR,CZ03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8648.0,8535.0,8592.0,8967.0,8708.0,8639.0,8290.0,8262.0,8250.0,8140.0,8062.0,8102.0,8309.0,8226.0,8214.0,8222.0,8204.0,NaN
A,NR,CZ04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7660.0,7605.0,7599.0,7588.0,7382.0,7236.0,7070.0,7035.0,7011.0,7101.0,7119.0,7046.0,6980.0,6911.0,6880.0,6882.0,6884.0,NaN
A,NR,CZ05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10203.0,10132.0,10286.0,10228.0,10009.0,9882.0,9749.0,9726.0,9725.0,9711.0,9651.0,9679.0,9626.0,9486.0,9601.0,9621.0,9354.0,NaN
A,NR,CZ06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13074.0,12997.0,12875.0,13180.0,12665.0,12486.0,11994.0,11928.0,11909.0,12001.0,12058.0,12171.0,12059.0,12023.0,12042.0,12083.0,12031.0,NaN
A,NR,CZ07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8602.0,8531.0,8405.0,8671.0,8514.0,8275.0,7898.0,7835.0,7764.0,7772.0,7754.0,7740.0,7751.0,7701.0,7591.0,7551.0,7566.0,NaN
A,NR,CZ08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8859.0,8675.0,8309.0,8894.0,8626.0,8328.0,8220.0,8210.0,8297.0,8314.0,8253.0,8222.0,8256.0,8149.0,8142.0,8139.0,8164.0,NaN
A,NR,DE,784289.0,790851.0,790756.0,783631.0,769294.0,762596.0,754865.0,749473.0,741933.0,731919.0,721690.0,707806.0,698303.0,683484.0,677799.0,674420.0,674830.0,674473.0,672573.0,670443.0,667560.0,666337.0,664364.0,663941.0,661448.0,661880.0,657662.0,650167.0,645620.0,642107.0,638354.0,NaN
A,NR,DK,NaN,NaN,NaN,NaN,24538.0,24082.0,23352.0,22927.0,22604.0,23040.0,22281.0,21462.0,20902.0,20613.0,20159.0,19615.0,19296.0,19405.0,17433.0,NaN,17241.0,15174.0,14380.0,14871.0,15037.0,15131.0,15076.0,15089.0,14716.0,14620.0,13845.0,NaN
A,NR,DK01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7117.0,6957.0,6859.0,7744.0,6065.0,NaN,5933.0,4418.0,4434.0,5743.0,5567.0,5502.0,5478.0,5539.0,5436.0,5244.0,5133.0,NaN
A,NR,DK02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2790.0,2679.0,2748.0,2446.0,2623.0,NaN,2596.0,2539.0,2540.0,2359.0,2457.0,2348.0,2308.0,2316.0,2254.0,2269.0,2051.0,NaN
A,NR,DK03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4101.0,3936.0,3855.0,3675.0,3655.0,NaN,3566.0,3529.0,2798.0,2681.0,2793.0,2972.0,3090.0,3062.0,2912.0,2971.0,2720.0,NaN
A,NR,DK04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4186.0,4118.0,3941.0,3720.0,3314.0,NaN,3524.0,3075.0,3118.0,2805.0,2886.0,2961.0,2871.0,2871.0,2894.0,2838.0,2674.0,NaN
A,NR,DK05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1965.0,1925.0,1893.0,1820.0,1776.0,NaN,1622.0,1613.0,1490.0,1283.0,1334.0,1348.0,1329.0,1301.0,1220.0,1298.0,1267.0,NaN
A,NR,EL,52144.0,51788.0,52227.0,52586.0,52474.0,52495.0,51404.0,51500.0,52276.0,51781.0,51762.0,51871.0,52511.0,53701.0,53888.0,53652.0,54704.0,49828.0,49692.0,49100.0,46510.0,46160.0,45945.0,45273.0,45267.0,45053.0,44518.0,44921.0,44794.0,44468.0,44111.0,NaN
A,NR,EL30,24944.0,24878.0,24800.0,25312.0,25079.0,24874.0,23810.0,22979.0,23696.0,23628.0,23159.0,23189.0,23113.0,23401.0,23499.0,23283.0,23863.0,21862.0,22036.0,22045.0,20287.0,19991.0,19491.0,19184.0,19040.0,18982.0,18742.0,18556.0,18416.0,18171.0,17902.0,NaN
A,NR,EL41,600.0,600.0,594.0,602.0,600.0,601.0,604.0,613.0,628.0,621.0,641.0,636.0,624.0,663.0,674.0,689.0,691.0,659.0,646.0,603.0,634.0,623.0,621.0,621.0,630.0,624.0,624.0,656.0,653.0,664.0,691.0,NaN
A,NR,EL42,1600.0,1600.0,1574.0,1464.0,1393.0,1387.0,1382.0,1396.0,1400.0,1306.0,1198.0,1095.0,1317.0,1458.0,1428.0,1258.0,1493.0,1484.0,1043.0,1008.0,1007.0,1075.0,1018.0,1015.0,1057.0,1106.0,791.0,831.0,886.0,890.0,881.0,NaN
A,NR,EL43,2700.0,2800.0,2950.0,2947.0,2966.0,2979.0,2989.0,3010.0,2989.0,3055.0,3030.0,2912.0,2866.0,2841.0,2823.0,2868.0,2893.0,2571.0,2565.0,2445.0,2416.0,2476.0,2379.0,2397.0,2416.0,2392.0,2424.0,2425.0,2513.0,2460.0,2456.0,NaN
A,NR,EL51,1800.0,1700.0,1805.0,1911.0,1897.0,1898.0,1889.0,1999.0,1958.0,1984.0,2033.0,2148.0,2271.0,2305.0,2297.0,2327.0,2253.0,2108.0,2272.0,2251.0,2334.0,2466.0,2443.0,2449.0,2420.0,2423.0,2433.0,2549.0,2526.0,2505.0,2459.0,NaN
A,NR,EL52,9500.0,9510.0,9618.0,9486.0,9503.0,9547.0,9496.0,10081.0,10029.0,9728.0,9937.0,9899.0,10058.0,10031.0,10172.0,10402.0,10447.0,9248.0,9332.0,9040.0,8380.0,8198.0,8446.0,8533.0,8466.0,8447.0,8248.0,8290.0,8189.0,8131.0,8059.0,NaN
A,NR,EL53,1100.0,1100.0,1134.0,1119.0,1165.0,1175.0,1153.0,1168.0,1130.0,1135.0,1236.0,1232.0,1281.0,1296.0,1254.0,1276.0,1286.0,1168.0,1190.0,1242.0,1169.0,1173.0,1164.0,1137.0,1101.0,1079.0,1133.0,1138.0,1098.0,1098.0,1128.0,NaN
A,NR,EL54,1400.0,1400.0,1374.0,1375.0,1428.0,1427.0,1447.0,1442.0,1514.0,1411.0,1418.0,1535.0,1678.0,1670.0,1634.0,1702.0,1703.0,1584.0,1585.0,1627.0,1470.0,1420.0,1438.0,1438.0,1439.0,1459.0,1541.0,1591.0,1578.0,1555.0,1541.0,NaN
A,NR,EL61,2500.0,2500.0,2493.0,2525.0,2585.0,2679.0,2740.0,2926.0,3004.0,3066.0,3236.0,3381.0,3276.0,3931.0,3808.0,3957.0,4094.0,3863.0,4045.0,3768.0,3750.0,3812.0,3968.0,3747.0,3953.0,3845.0,3918.0,4105.0,4020.0,3957.0,4023.0,NaN
A,NR,EL62,1000.0,1000.0,981.0,977.0,959.0,949.0,949.0,942.0,968.0,987.0,979.0,987.0,983.0,978.0,1098.0,749.0,753.0,658.0,546.0,545.0,548.0,558.0,566.0,551.0,601.0,609.0,605.0,677.0,666.0,675.0,666.0,NaN
A,NR,EL63,2100.0,2000.0,2087.0,2062.0,2131.0,2178.0,2235.0,2225.0,2259.0,2221.0,2192.0,2105.0,2222.0,2252.0,2322.0,2304.0,2316.0,1935.0,2073.0,2122.0,2186.0,2012.0,2087.0,2051.0,1998.0,1950.0,1949.0,1978.0,2044.0,2012.0,1982.0,NaN
A,NR,EL64,1100.0,1000.0,1092.0,1079.0,1037.0,1059.0,996.0,1024.0,1021.0,983.0,992.0,1030.0,997.0,1062.0,1051.0,1044.0,1050.0,976.0,948.0,977.0,922.0,953.0,955.0,868.0,880.0,879.0,862.0,932.0,990.0,1094.0,1064.0,NaN
A,NR,EL65,1800.0,1700.0,1725.0,1727.0,1731.0,1742.0,1714.0,1695.0,1680.0,1656.0,1711.0,1722.0,1825.0,1813.0,1828.0,1793.0,1862.0,1712.0,1411.0,1427.0,1407.0,1403.0,1369.0,1282.0,1266.0,1258.0,1248.0,1193.0,1215.0,1256.0,1259.0,NaN
A,NR,ES,158944.0,157433.0,154644.0,153433.0,151345.0,150010.0,149646.0,148081.0,146369.0,146104.0,144916.0,145877.0,145863.0,146241.0,146840.0,146934.0,146310.0,144951.0,142394.0,139895.0,138153.0,137877.0,138368.0,137867.0,138581.0,139061.0,138861.0,139977.0,140397.0,140551.0,139440.0,NaN
A,NR,ES11,10903.0,10797.0,10719.0,10570.0,10348.0,10239.0,10029.0,9923.0,9835.0,9664.0,9557.0,9928.0,9836.0,9886.0,9901.0,9919.0,9863.0,9904.0,9508.0,9610.0,9259.0,9072.0,9126.0,9045.0,9005.0,8975.0,8906.0,8928.0,8669.0,8644.0,8617.0,NaN
A,NR,ES12,4264.0,4149.0,4052.0,4127.0,4110.0,4026.0,4009.0,4089.0,3834.0,3995.0,3879.0,3783.0,3838.0,3838.0,3839.0,3771.0,3751.0,3661.0,3579.0,3561.0,3516.0,3421.0,3409.0,3403.0,3479.0,3484.0,3529.0,3538.0,3550.0,3564.0,3557.0,NaN
A,NR,ES13,2232.0,2213.0,2231.0,2268.0,2230.0,2205.0,2100.0,2030.0,2078.0,2076.0,2088.0,2069.0,2091.0,2039.0,2110.0,2070.0,2034.0,1970.0,1905.0,1888.0,1861.0,1901.0,1927.0,1914.0,1897.0,1906.0,1911.0,2029.0,1947.0,1900.0,1835.0,NaN
A,NR,ES21,9500.0,8983.0,8759.0,8692.0,8403.0,8334.0,8335.0,8206.0,8111.0,8110.0,7985.0,8016.0,8118.0,8049.0,8048.0,8018.0,7916.0,7896.0,7718.0,7627.0,7381.0,7299.0,7248.0,7152.0,7148.0,7010.0,7112.0,7270.0,7233.0,7276.0,7246.0,NaN
A,NR,ES22,2717.0,2660.0,2609.0,2575.0,2609.0,2527.0,2331.0,2310.0,2300.0,2257.0,2236.0,2251.0,2249.0,2128.0,2319.0,2356.0,2367.0,2370.0,2378.0,2208.0,2168.0,2146.0,2118.0,2125.0,2126.0,2140.0,2191.0,2253.0,2202.0,2155.0,2185.0,NaN
A,NR,ES23,1024.0,975.0,948.0,956.0,995.0,989.0,884.0,857.0,883.0,888.0,895.0,980.0,937.0,950.0,948.0,940.0,889.0,934.0,931.0,919.0,990.0,1004.0,1002.0,1012.0,1015.0,998.0,1018.0,1045.0,1025.0,1025.0,1034.0,NaN
A,NR,ES24,5714.0,5562.0,5431.0,5398.0,5248.0,5255.0,5128.0,5070.0,5027.0,5028.0,5037.0,5008.0,4986.0,5035.0,4921.0,5019.0,5045.0,5002.0,4958.0,4834.0,4840.0,4880.0,4861.0,4884.0,4934.0,4933.0,4802.0,4859.0,4855.0,4824.0,4758.0,NaN
A,NR,ES30,21433.0,21458.0,20748.0,20316.0,19953.0,19536.0,19224.0,18733.0,18209.0,18217.0,18227.0,18116.0,18716.0,18826.0,18834.0,19387.0,19113.0,18814.0,18812.0,18522.0,18268.0,18209.0,18017.0,17874.0,17930.0,18060.0,18282.0,18414.0,18161.0,17987.0,17902.0,NaN
A,NR,ES41,12380.0,12039.0,11756.0,11038.0,10962.0,10612.0,10689.0,10791.0,10732.0,10347.0,10263.0,10164.0,9818.0,9862.0,8972.0,8957.0,9007.0,8983.0,9154.0,8937.0,8640.0,8563.0,8576.0,8376.0,8419.0,8493.0,8415.0,8474.0,8557.0,8525.0,8298.0,NaN
A,NR,ES42,5103.0,5183.0,5178.0,5155.0,5205.0,5124.0,5058.0,4956.0,4906.0,4902.0,4849.0,4861.0,4838.0,4976.0,5126.0,5260.0,5384.0,5253.0,5191.0,4717.0,4570.0,4559.0,4728.0,4812.0,4780.0,4740.0,4762.0,4780.0,5049.0,5007.0,5054.0,NaN
A,NR,ES43,4114.0,4161.0,4021.0,3986.0,3962.0,3880.0,3768.0,3853.0,3815.0,3877.0,3899.0,3697.0,3721.0,3685.0,3819.0,3914.0,3823.0,3898.0,3856.0,3762.0,3852.0,3802.0,3596.0,3527.0,3505.0,3526.0,3566.0,3715.0,3741.0,3663.0,3661.0,NaN
A,NR,ES51,30385.0,29817.0,29897.0,29754.0,29069.0,28752.0,29061.0,29054.0,28871.0,29588.0,29151.0,30014.0,29845.0,30448.0,30530.0,30457.0,30359.0,30122.0,28921.0,28629.0,27983.0,28187.0,28338.0,28575.0,28969.0,29198.0,29220.0,29375.0,29042.0,29225.0,29081.0,NaN
A,NR,ES52,12292.0,12045.0,11712.0,11761.0,11501.0,11619.0,11669.0,11405.0,11174.0,11335.0,11310.0,11494.0,11498.0,11697.0,12182.0,12083.0,12194.0,12282.0,11951.0,11616.0,11582.0,11606.0,11633.0,11643.0,11679.0,11722.0,11600.0,12039.0,12062.0,11824.0,11575.0,NaN
A,NR,ES53,3213.0,3285.0,3110.0,3303.0,3428.0,3473.0,3386.0,3339.0,3396.0,3361.0,3312.0,3265.0,3229.0,3188.0,3398.0,3425.0,3342.0,3356.0,3289.0,3286.0,3289.0,3352.0,3506.0,3531.0,3472.0,3530.0,3448.0,3418.0,3287.0,3362.0,3301.0,NaN
A,NR,ES61,21599.0,22265.0,21872.0,21786.0,21607.0,21618.0,21498.0,21492.0,21164.0,20752.0,20380.0,20310.0,19999.0,19953.0,20109.0,19570.0,19448.0,18733.0,18554.0,18159.0,18406.0,18242.0,18494.0,18253.0,18473.0,18443.0,18425.0,18600.0,19563.0,20258.0,19922.0,NaN
A,NR,ES62,3646.0,3483.0,3459.0,3740.0,3677.0,3800.0,3902.0,3810.0,3908.0,3677.0,3798.0,3977.0,4128.0,4223.0,4399.0,4492.0,4509.0,4565.0,4634.0,4660.0,4643.0,4677.0,4746.0,4752.0,4688.0,4759.0,4869.0,4673.0,4770.0,4659.0,4630.0,NaN
A,NR,ES63,321.0,260.0,260.0,262.0,246.0,215.0,230.0,220.0,227.0,230.0,228.0,185.0,185.0,182.0,182.0,197.0,185.0,176.0,179.0,182.0,180.0,180.0,178.0,178.0,177.0,177.0,179.0,174.0,170.0,166.0,168.0,NaN
A,NR,ES64,233.0,233.0,224.0,220.0,220.0,194.0,197.0,225.0,195.0,200.0,200.0,201.0,200.0,193.0,196.0,165.0,170.0,167.0,166.0,165.0,165.0,165.0,165.0,161.0,163.0,161.0,161.0,167.0,167.0,167.0,167.0,NaN
A,NR,ES70,7871.0,7865.0,7658.0,7526.0,7572.0,7612.0,8148.0,7718.0,7704.0,7600.0,7622.0,7558.0,7631.0,7083.0,7007.0,6934.0,6911.0,6865.0,6710.0,6613.0,6560.0,6612.0,6700.0,6650.0,6722.0,6806.0,6465.0,6226.0,6347.0,6320.0,6449.0,NaN
A,NR,FI,41807.0,41695.0,41483.0,41591.0,40586.0,40055.0,39285.0,39027.0,38715.0,38232.0,37759.0,37117.0,37000.0,36793.0,35609.0,34900.0,33380.0,31418.0,29771.0,28626.0,26447.0,24758.0,23469.0,21813.0,20680.0,19666.0,18734.0,16766.0,17186.0,15996.0,15588.0,NaN
A,NR,FI19,10829.0,10799.0,10660.0,10859.0,10549.0,10631.0,10338.0,9947.0,9846.0,9719.0,9659.0,9623.0,9650.0,9540.0,9208.0,9085.0,8844.0,8715.0,8079.0,7746.0,7115.0,6353.0,6219.0,5554.0,5477.0,5034.0,4814.0,4400.0,4521.0,4410.0,4240.0,NaN
A,NR,FI1B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9115.0,8986.0,8795.0,8517.0,8082.0,7904.0,7915.0,7757.0,7697.0,7534.0,6234.0,6380.0,6038.0,5742.0,5490.0,5525.0,5256.0,5356.0,4718.0,4452.0,4413.0,4563.0,3993.0,4072.0,NaN
A,NR,FI1C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8746.0,8713.0,8534.0,8458.0,8540.0,8614.0,8625.0,8255.0,8014.0,7418.0,7600.0,6744.0,6486.0,5806.0,5511.0,4970.0,4631.0,3987.0,4048.0,4011.0,3097.0,3284.0,3022.0,2918.0,NaN
A,NR,FI1D,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11053.0,10988.0,10988.0,10940.0,10695.0,10654.0,10548.0,10231.0,9959.0,9436.0,8732.0,8442.0,8237.0,7684.0,7314.0,6679.0,6298.0,5789.0,5806.0,5446.0,4801.0,4748.0,4503.0,4290.0,NaN
A,NR,FI20,212.0,216.0,210.0,210.0,214.0,205.0,192.0,166.0,182.0,196.0,185.0,177.0,177.0,165.0,158.0,146.0,148.0,137.0,126.0,119.0,100.0,90.0,76.0,74.0,71.0,60.0,11.0,55.0,70.0,68.0,68.0,NaN
A,NR,FR,NaN,NaN,NaN,NaN,507996.0,500846.0,494960.0,484279.0,479025.0,475431.0,468418.0,462143.0,455175.0,451110.0,450615.0,443008.0,429674.0,416710.0,414204.0,414840.0,412788.0,410649.0,407875.0,403906.0,399255.0,395316.0,390703.0,385973.0,380607.0,373873.0,369363.0,NaN
A,NR,FR10,NaN,NaN,NaN,NaN,83026.0,81240.0,79501.0,77634.0,75800.0,76081.0,74592.0,74246.0,73309.0,73507.0,73947.0,73464.0,72770.0,70948.0,70771.0,70703.0,68975.0,68816.0,67987.0,67144.0,66703.0,65850.0,64045.0,63350.0,61420.0,59905.0,59967.0,NaN
A,NR,FRB0,NaN,NaN,NaN,NaN,20025.0,19987.0,19892.0,19599.0,19511.0,19029.0,18773.0,18817.0,18426.0,18188.0,18271.0,17354.0,16963.0,16244.0,16030.0,16080.0,16052.0,16083.0,16173.0,16143.0,15827.0,15594.0,15338.0,15283.0,15141.0,14825.0,14569.0,NaN
A,NR,FRC1,NaN,NaN,NaN,NaN,14999.0,14880.0,14815.0,14415.0,14422.0,14068.0,13690.0,13169.0,12921.0,12487.0,12388.0,12370.0,12053.0,11892.0,11670.0,11705.0,11701.0,11594.0,11565.0,11472.0,11297.0,11181.0,11206.0,10941.0,10659.0,10456.0,10241.0,NaN
A,NR,FRC2,NaN,NaN,NaN,NaN,10038.0,9859.0,9614.0,9411.0,9469.0,8485.0,8570.0,8499.0,8486.0,8381.0,8356.0,8154.0,7614.0,7661.0,7629.0,7555.0,7323.0,7239.0,7113.0,6983.0,6873.0,6676.0,6656.0,6516.0,6399.0,6093.0,5967.0,NaN
A,NR,FRD1,NaN,NaN,NaN,NaN,11956.0,11869.0,11738.0,11694.0,11528.0,11309.0,10916.0,11046.0,10755.0,10393.0,10480.0,10461.0,9897.0,9927.0,9723.0,9746.0,9451.0,9460.0,9292.0,9117.0,9041.0,8967.0,8894.0,8763.0,8835.0,8611.0,8400.0,NaN
A,NR,FRD2,NaN,NaN,NaN,NaN,12553.0,12295.0,12372.0,12070.0,11982.0,11862.0,11618.0,11425.0,10966.0,10931.0,10880.0,10948.0,10473.0,10428.0,10326.0,10622.0,10378.0,10507.0,10571.0,10556.0,10491.0,10479.0,10345.0,10374.0,10158.0,10071.0,10043.0,NaN
A,NR,FRE1,NaN,NaN,NaN,NaN,28910.0,28476.0,28573.0,27187.0,27665.0,27378.0,27211.0,26862.0,27224.0,26906.0,26933.0,27090.0,26438.0,25160.0,25067.0,25446.0,25345.0,25028.0,24840.0,24585.0,24315.0,24135.0,23931.0,23317.0,23330.0,23089.0,22756.0,NaN
A,NR,FRE2,NaN,NaN,NaN,NaN,15048.0,14649.0,14538.0,14154.0,14147.0,14043.0,13925.0,13784.0,13735.0,13670.0,13754.0,13712.0,13206.0,12275.0,12270.0,12210.0,12202.0,12068.0,11812.0,11595.0,11457.0,11201.0,11071.0,11029.0,10928.0,10814.0,10632.0,NaN
A,NR,FRF1,NaN,NaN,NaN,NaN,16247.0,16339.0,16105.0,16008.0,15985.0,15830.0,15678.0,15096.0,14750.0,14339.0,14182.0,13885.0,13312.0,12189.0,12096.0,11936.0,11925.0,11839.0,11755.0,11518.0,11239.0,11181.0,11195.0,10851.0,10659.0,10385.0,9929.0,NaN
